Content Title,Content Description,Content Type,Content Last Watched Date (if viewed),Content Completed At (if completed),Content Saved,Notes taken on videos (if taken),
Creating Aircraft Profiles with Adobe Illustrator and Photoshop,"Learn to use Adobe Illustrator and Photoshop to create realistic and beautiful aircraft profiles. Designer William Everhart teaches you how to research your subject and gather reference material (in his case, for a classic WWII American fighter, the Mustang), and then prep an Illustrator document for this unique workflow. He shows how to create the line work for your illustration, and add base colors, camouflage, and unit markings. Then the drawing is handed off to Photoshop, where William adds depth and signs of realistic wear and tear. The results are saved to a final master file and exported in two formats: one for the web and one worthy of printing and displaying on a wall",Course,2018-08-27 15:27 UTC,N/A,false,N/A,
Building Skills to Become a Powerhouse Negotiator,"<p>Negotiation is an essential skill for success, both in professional and personal endeavors. However, many people lack formal training in negotiation, relying solely on their instincts or limited knowledge. In this course, adapted from the American Negotiation Institute podcast Negotiate Anything, <a href=""https://www.linkedin.com/in/kwamechristian/"" target=""_blank"">Kwame Christian</a> discusses with <a href=""https://www.linkedin.com/in/anujjagannathan/"" target=""_blank"">Anuj Jagannathan</a>, a highly skilled negotiator and author of two books, how to navigate the complexities of negotiation.  They discuss the importance of structured negotiation education. Anuj dives into the five different negotiation styles and how understanding your own style and that of others can lead to effective strategies and successful outcomes. By developing self-awareness and adapting your strategies to align with different negotiation styles, you can navigate difficult conversations and achieve mutually beneficial agreements. Dive into the world of negotiation styles and uncover the power they hold in becoming a powerhouse negotiator.</p>

<p>This course was created by the American Negotiation Institute. We are pleased to host this training in our library.</p>",Course,2024-07-01 19:01 UTC,N/A,false,N/A,
Raspberry Pi: Home Monitoring and Control,"Help your home keep up with you—and stay connected to what's going on when you're away—with a custom home monitoring system built with a Raspberry Pi. With some inexpensive hardware and simple web services, you can monitor your house remotely via photo or video surveillance, detect motion, turn lights on and off, and send messages to your phone when different alarms are triggered.<br><br>

This DIY electronics project provides simple directions for getting your home monitoring system up and running. Author David Ross helps you select a power supply, camera, motion detector, enclosure, and other components and accessories, and make your system ""smart"" by connecting to web services frameworks such as Weaved and WebIOPi. Then he helps you program the logic to make your Pi camera take pictures and stream video, connect to home peripherals, and mount your alarm system. With this training, and a little elbow grease, you can create a fully autonomous system that helps you and your family feel more secure at home and away.<br><br>

Note: These instructions work with Raspberry Pi B, Raspberry Pi B+, and Raspberry Pi 2 models.",Course,2020-03-15 17:13 UTC,N/A,false,N/A,
The Step-by-Step Guide to Building your Thought Leadership on LinkedIn,"Generating business, reaching new clients, or acting as a spokesperson for your company or product—there are many benefits to building your thought leadership on LinkedIn. Whether you are a seasoned professional or just starting out, Alexandra Galviz (""Authentic Alex”) can help. Alex is a Linked Top Voice for the UK and the cofounder of #LinkedInLocal. In this course, she offers a step-by-step guide to using LinkedIn to reach audiences and establish your expertise. She explains how to craft an authentic voice, grow your audience of brand ambassadors, and create courageous content. Each chapter is filled with examples of her favorite thought leaders in the UK, from entrepreneurs to business leaders. By the end, you’ll be sharing your stories in an authentic and relatable way and creating a deeper connection with your network.",Course,2021-05-12 23:12 UTC,N/A,false,N/A,
Learning phpMyAdmin,"MySQL is one of the most widely used database systems for dynamic websites and content management systems. And phpMyAdmin is the most common method of administering a MySQL database, included in many CMSs as well as the XAMPP and MAMP testing environments.<br><br>

Updated for phpMyAdmin 4.5, this introductory course shows designers and developers how to set up local user accounts, create a database, and design tables. Author David Powers also explains how to import data from CSV files, spreadsheets, and SQL dump files, and how to export data for backup or to transfer to another database. You'll also learn how to run database queries within its intuitive form-based interface, and monitor server performance.",Course,2019-01-17 20:28 UTC,N/A,false,N/A,
Learning PHP (2015),"PHP is the most popular server-side language used to build dynamic websites, and though it is not especially difficult to use, nonprogrammers often find it intimidating. This introductory workshop from David Powers is designed to change that by teaching you PHP through a series of clear, focused, easy-to-follow lessons. After briefly explaining what PHP is and how it integrates with HTML, David introduces the features of the language. He covers variables, conditional statements, calculations, loops, and functions, as well as server-side includes and error handing, in a series of hands-on exercises. He then moves to a larger project that involves building a script to validate and email user input from an online form. By following along, you'll come to understand the value of creating reusable code, the importance of PHP security, and how to deal with multiple-choice form fields.",Course,2019-12-25 16:45 UTC,N/A,false,N/A,
"Acoustic Guitar Lessons: 2 Scales, Walking Bass, Hammer-Ons, and Pull-Offs","The bluegrass style is one of the most rewarding and technically demanding ways to play guitar. Learn how to play bluegrass guitar or improve your current flatpicking and fretting skills in this course—part 2 of the <em>Bluegrass Guitar Lessons</em> series with Grammy-winning flatpicker Bryan Sutton. Learn how to build strength and fingerboard awareness, and expand what you can do with the rhythm guitar with ""walking bass"" movement and advanced scales. Find out how to create more expressive sounds and play more efficiently with hammer-ons and pull-offs, and how to use a capo and slide.<br><br>

Watch at your own pace; start and stop where and when you need. Everything that Bryan breaks down he puts back together in chapters 4 and 5, where he shows how to apply what you've learned to a selection of popular bluegrass tunes that are important for the repertoire of any bluegrass guitarist.<br><br>

Note: This course was recorded and produced by ArtistWorks. We are honored to host this training in our library.",Course,2020-03-18 16:11 UTC,N/A,false,N/A,
Web Portfolio Projects: Binding and Propagation,"Are you familiar with foundational JavaScript concepts, but want to continue to build your understanding of this essential scripting language? In this course, explore some more advanced JavaScript concepts—including how to manage propagation and binding—as you learn how to build a few interesting card games. Instructor Leigh Lawhon begins by explaining how to plan your application, breaking down the card game into its basic objects. She then goes over how to add a card flip animation to your project using CSS3, looks at three contexts of ""this"" with methods, and explains how to add a shuffle function. Leigh also goes over the drag-and-drop life cycle, how to use prototypical inheritance to optimize your code, and more.",Course,2019-09-20 13:06 UTC,N/A,false,N/A,
"Driving Organizational Accountability for Diversity, Equity, Inclusion and Belonging","Does your company have a diversity, equity, inclusion, and belonging (DEIB) initiative in place? While you may have taken many actions—conducting trainings, setting goals, increasing diverse demographics—these are just the start of the journey if you’re serious about embedding DEIB throughout your corporate ecosystem. In this course, Dr. Tana M. Session teaches leaders how to leverage data and metrics to help drive DEIB ROI in organizations. She explains how to identify and evaluate specific metrics to validate DEIB effectiveness, and ways to overcome roadblocks to collecting data and making real change. Tana covers ways you can establish core data and metrics to affect your organization's talent strategy, translate employee feedback into goals and metrics, and how you can best manage expectations around organizational change. And, as successful DEIB appears and feels different in every organization, learn how to customize DEIB metrics to match your growth needs and workforce strategy.",Course,2024-06-28 14:57 UTC,N/A,false,N/A,
Delivering an Authentic Elevator Pitch,"Find out how to craft an authentic personal pitch while projecting competence and warmth—two key factors in making a great first impression. Instructor Tatiana Kolovou shares how building trust with people and making a positive first impression isn’t a matter of magic. Tatiana reveals how verbal and nonverbal behaviors can influence the way people react in an initial meeting, whether in person, over the phone, or online.",Course,2020-11-08 15:44 UTC,N/A,false,N/A,
MERN Essential Training (2020),"Curious about how MongoDB, Express, React, and Node.js, or MERN, work together, and how to build a full-stack application with the MERN stack? In this course, instructor Emmanuel Henri shows you how. Using practical examples, he shines a spotlight on each step of the process. Learn how to set up your initial Node.js and Express server; set up your Mongo database; define the needed endpoints; create a React front end; and add a form to present data to users.",Course,2020-04-05 00:02 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:97148,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:97148,Course,2018-08-29 00:01 UTC,N/A,false,N/A,
Dealing with Microaggression as an Employee,"In this course, Toni Lowe, a sought-after speaker and senior HR leader specializing in diversity, inclusion, equity, and belonging, teaches you how to identify and address everyday, subtle, intentional and unintentional actions or behaviors that perpetuate bias toward marginalized groups in the workplace. Toni defines microaggression and identifies the three distinct types of microaggressions: microassaults, microinsults, and microinvalidations. While the word ""micro"" means ""small,"" each instance of microaggression has a big impact on the employee experience, physical health, and psychological well-being. Toni provides actionable steps you can take to create safe spaces in the workplace for coping and developing a support system. She discusses how to effectively address past behaviors directly with the offender or through a third party, then walks you through how to deal with microaggressions in real time. Toni concludes with her three-step framework for dealing with microaggression.",Course,2021-12-13 17:42 UTC,N/A,false,N/A,
Practice Exam 1 for CompTIA A+ (220-1101),"<p>This practice exam is intended to help you prepare for the <b>CompTIA A+ (220-1101)</b> certification exam. After you launch the practice exam, there are three practice modes available; timed, untimed, or custom. Each mode allows unlimited attempts, explanations for correct and incorrect answers, and detailed exam results. The number and types of questions on the practice exam and the duration of the timed practice exam is intended to be representative of the certification exam.</p><p><b>Want more practice?</b> Additional practice exams for this certification are available and each has a unique question set for continued preparation.</p>
<ul>
<li><a href=""https://www.linkedin.com/learning/practice-exam-2-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 2 for CompTIA A+ (220-1101)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-3-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 3 for CompTIA A+ (220-1101)</a></li>
<li><a href=""https://www.linkedin.com/learning/practice-exam-4-for-comptia-a-plus-220-1101/"" target=""_blank"">Practice Exam 4 for CompTIA A+ (220-1101)</a></li>
</ul>
<p><b>About the certification</b>: To learn more about this certification, visit <a href=""https://www.comptia.org/certifications/security#examdetails""><b>CompTIA</b></a>.<p><I>The practice exam questions provided are representative of the certification exam, but not the actual questions you will see on the certification exam. Practice exams are for self-assessment. Passing this practice exam does not guarantee that you will pass the actual certification exam.</I></p>",Course,2024-05-16 11:06 UTC,N/A,false,N/A,
Flash: Hand-Drawn Animation,"Looking for a richer, more dynamic look for your Flash-based animation? Hand-drawn animation is an alternative to a strict symbol-based technique, which combines the looseness of line drawing with the efficiency of Flash features like tweening. Dermot O' Connor introduces this technique, starting with how to create thumbnails and pose tests, refine your timing, and lock down keyframes. He shows how to add breakdown drawings to smooth out the animation and add the in-betweens that complete the ""traditional"" look and feel. The final chapters are dedicated to cleanup and a couple of hybrid approaches: one using hand-drawn in-between frames to transition a difficult character turn in Flash, and the other taking advantage of Timewarp effect in After Effects to retime an animation.",Course,2018-08-24 21:24 UTC,N/A,false,N/A,
Designing RESTful APIs,"Having a solid understanding of how to correctly build APIs is important for any developer planning on creating websites. In this course, learn how to plan and model your own APIs, and explore the six REST design constraints that help guide your architecture. Keith Casey starts with a simple overview, including advice on identifying the users or ""participants"" of your system, and the activities they might perform with it. He discusses how to validate your design before you build it, and explores the HTTP concepts and REST constraints needed to build your API. To wrap up, Keith goes over some of the most common API design patterns you may encounter.",Course,2018-09-21 10:00 UTC,N/A,false,N/A,
Node.js: Securing RESTful APIs (2018),"APIs are a crucial business driver for delivering data to your applications. In this course, learn about various options for securing your RESTful API that can help you keep your application data—and your users—safe. Instructor Emmanuel Henri begins the course with an overview of top security threats and an introduction to the Open Web Application Security Project (OWASP), an important resource on security. He then goes over how to secure an API with the LoopBack framework. To wrap up, he shows how to secure an API manually, and shares a few alternatives for securing APIs.",Course,2019-05-09 17:22 UTC,N/A,false,N/A,
Ken Blanchard on Servant Leadership,"Self-serving leaders can be both destructive and highly ineffective. By making leadership all about them, they create a negative working environment where employees often lack the motivation to produce their best work. In this concise course, Ken Blanchard—a pioneer in the leadership space—shares his insights on servant leadership. Ken discusses practical ways for leaders to implement this approach in their organization, covering habits of servant leaders, how to create a servant leader culture, and how to manage effectively. Upon completing this course, you'll have a greater understanding of how to operate as a servant leader, and shift your focus from yourself to your employees and what you're ultimately trying to accomplish.",Course,2018-12-17 22:03 UTC,N/A,false,N/A,
Programming the Internet of Things with iOS,"The ""Internet of Things"" is a catchy way of describing the variety of devices connected through the Internet. This includes webcams, wearable tech-like smartwatches, car sensors, appliances, and even rudimentary robots. What the Internet of Things (IoT) offers is a way to manipulate the real world—the physical world—from the web. In this course, Michael Lehman shows how to program these ""things"" and build companion apps to monitor and record their activities from iOS devices. Learn what's inside a thing, how location-awareness technologies such as iBeacon connect the IoT in public spaces, and how you can create your own things with hardware like the Arduino and Raspberry Pi kits. Michael also shows how to use IFTTT services to control things on iOS, and muses on the future of IoT. Along the way, you'll gain experience with real-world IOT-driven projects, like a mini weather station and a home lighting system.",Course,2019-06-13 14:18 UTC,N/A,false,N/A,
HTML5: Web Forms,"In this course, author Joe Marini details the latest enhancements for client-side forms found in HTML5. Using real-world examples, the course showcases the capabilities of the specification's new attributes and form elements, such as displaying default placeholder text, setting required fields, capturing email addresses, and presenting calculation results within a form. The course also demonstrates mobile device support for HTML5 forms and shows how to modernize existing forms while maintaining backwards compatibility for older browsers.",Course,2018-08-26 19:52 UTC,N/A,false,N/A,
Presentation Tips for Pitching to Investors,"Landing a meeting with investors is a big opportunity—and a key test of your business. Investors ask tough questions. The answers can define your future. This course is all about preparing and delivering a rock-solid pitch that makes people want to invest in your company. Learn how to define the unique benefits of your product, describe your business model, and tell the story of your “why.” Instructor Jessica Chen—a public speaking and media relations consultant—then introduces tips for the actual presentation, including responding to your audience, answering questions, and being authentic. She leaves you with a final pitch checklist that will ensure you have all the elements of your pitch nailed down before the big day.",Course,2021-04-08 20:57 UTC,N/A,false,N/A,
HTML5: Document Editing,"This course describes how to create editable content on the web using the document-editing application programming interface (API) in HTML5. Author Bill Weinman explains the document-editing process, detecting support for the document-editing API, using the contentEditable and designMode attributes, and editing a full document. The course also explores some of the limitations of the feature and shows how to make document-editing pages work across different browsers.",Course,2018-08-28 18:56 UTC,N/A,false,N/A,
Creating Maps with R,"If you need to learn more about creating maps with R, this beginner-friendly course introduces an end-to-end mapping workflow and shows you how to import your data directly from Excel to create both static and interactive maps. Instructor Charlie Joey Hadley explains mapping fundamentals, like geo markers, scatter plots, hexbin maps, cartograms, and more. Charlie walks you through processing GIS data from Excel and working with GIS data formats such as raster, vector, sf, and sp. She demonstrates how to create, label, and transform static maps with ggplot2, then dives into building interactive, mobile-ready maps using Leaflet, an HTML widget package for creating interactive maps with R. Plus, Charlie covers base maps and tiles, projections, the Coordinate Reference System (CRS), and more.",Course,2025-01-12 13:11 UTC,N/A,false,N/A,
Java Practice: Collections,"<p>Java is a versatile, object-oriented programming language that is designed to run on a wide variety of platforms. Any machine that has a Java Virtual Machine, or JVM, can run Java apps. For that reason, Java is commonly used in a wide range of applications, including web, mobile, and desktop. Many of the apps you know and love were likely written in Java! In this course, instructor Todd Perkins, who has developed more than a dozen popular apps and games, uses a series of practical challenges to test your knowledge of Java collections and improve your programming problem-solving skills.</p>
 
<p>This course includes Code Challenges powered by CoderPad. Code Challenges are interactive coding exercises with real-time feedback, so you can get hands-on coding practice alongside the course content to advance your programming skills.</p>",Course,2024-06-26 15:53 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:85868,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:85868,Course,2018-08-28 23:12 UTC,N/A,false,N/A,
JavaScript: Enhancing the DOM (2013),"The Document Object Model (DOM) is at the core of every HTML page. In order to develop dynamic HTML pages, a front-end developer needs to understand how JavaScript connects to and controls the DOM, allowing you to create, modify, delete, and edit existing page content. This course focuses on helping you understand the DOM elements, and shows the different ways JavaScript gives you access to them and makes it easier to work with the DOM. Author Ray Villalobos covers navigating the DOM, selecting elements, modifying HTML attributes, editing nodes, and much more.",Course,2018-08-26 19:05 UTC,N/A,false,N/A,
"Advanced Cisco Routing: RIPv2, EIGRP, and OSPF","Routing dictates how your organization's information (and the rest of the world's) gets from point A to point B. And it's the responsibility of network professionals to get routing right. So join Lazaro Diaz, as he takes you through advanced topics and techniques in Cisco routing, from configuring RIPv2 routes for smaller networks, to EIGRP, advanced distance routing, and OSPF, a more complex protocol that brings many more features and greater flexibility to your network. You'll be able to practice configuring all of these protocols using the Packet Tracer demo environment and Lazaro's detailed tutorials.",Course,2018-09-10 18:23 UTC,N/A,false,N/A,
Time-Lapse Video: High-Dynamic Range (HDR),"Take a trip to Zion National Park to shoot an HDR time-lapse video, compliments of Rich Harrington and the crew at RHED Pixel. Watch as they show how to capture the sun as it moves across a rock face in this historic park and then enhance the natural beauty of the time-lapse sequence with dramatic HDR development and toning techniques. Along the way, Rich explains what gear you'll need to capture the scene and protect your camera from the elements, and how to set up your camera to shoot JPEG or RAW, create an in-camera HDR sequence, and add finishing touches in post-production programs like Photomatix Pro, After Effects, and Camera Raw.<br><br>

This course was created and produced by RHED Pixel. We are honored to host this content in our library.",Course,2019-06-14 15:51 UTC,N/A,false,N/A,
Having Difficult Conversations (2013),"Leadership coach and lynda.com director of learning and development Britt Andreatta shares her tips and strategies for having difficult conversations. In her four-phase model, you'll discover the situations that lead up to difficult conversations, decide when the conversation is warranted, prepare for the interaction, and monitor outcomes to ensure success.<br><br>

Along the way, learn the secrets of turning difficult conversations into successful interactions that enhance communication and rapport. Improve both your professional and personal relationships, finding your way back from conflict through mutually successful outcomes.<br><br>Lynda.com is a PMI Registered Education Provider. This course qualifies for professional development units (PDUs). To view the activity and PDU details for this course, click <a href=""https://ccrs.pmi.org/search/Activity/215655"" target=""_blank"">here</a>.<br><img src=""https://media.licdn.com/media/AAYAAQCwAAoAAQAAAAAAAEek_v1B9xtISnas4Pi7rm5RPg.jpg"" height=""50%"" width=""50%""><br>The PMI Registered Education Provider logo is a registered mark of the Project Management Institute, Inc.",Course,2018-09-20 20:40 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007884,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007884,Course,2020-02-10 19:45 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007886,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007886,Course,2019-12-11 14:16 UTC,N/A,false,N/A,
Live Looping with Ableton Live,"Pair the sound of classic looping pedals with the flexibility of Ableton Live. Live looping reveals the inner workings of this highly creative and technical process in front of a live audience. To do it well, you need to master the nuances of your software. Learn the basics of looping music in real-time using Ableton Live and CylphX Pro with musical director Daniel Mintseris. This course shows you how to put together a live looping setup, create loops, and layer and stack loops to create unique compositions. Daniel helps you build a workflow that suits your musical personality and overcomes the technical limitations of your gear.",Course,2019-09-24 02:01 UTC,N/A,false,N/A,
Cisco Networking Foundations (2016),"CCENT (Cisco Certified Entry Networking Technician) certification ""opens the doors to a career in networking."" Study to pass the CCENT Interconnecting Cisco Networking Devices Part 1 (100-105 ICND1) exam with this comprehensive test prep course. Networking expert and best-selling author Todd Lammle covers all of the exam objectives, including internetworking, subnetting, routing, switching, and network security. This test is the first step in achieving CCNA, CCNP, or CCIE certification—the accreditations employers look for most. Todd provides insights from his own 30+ years in networking, along with hands-on examples featuring Cisco routers and switches. Unlike other Cisco exam prep courses, this video-based training helps you see concepts in action and follow along at your own pace. So whether you're taking the test for the first time, or brushing up on key topics for recertification, you can find the time to learn.<br><br>

For more information on the CCENT exam, visit <a href=""http://www.cisco.com/c/en/us/training-events/training-certifications/certifications/entry/ccent.html"" target=""_blank"">Cisco's website</a>.",Course,2018-09-15 13:15 UTC,N/A,false,N/A,
Premiere Pro Essential Training (2022–2024),"<p>Video is a personal, powerful, and dynamic art form. For transforming raw footage into impactful stories, filmmakers and editors look to Adobe Premiere Pro, the industry-leading application. This course helps beginners unlock the potential of the latest edition. Instructor and filmmaker Ashley Kennedy teaches all the essentials while building a short promo video from start to finish. Ashley shows you how to import and organize your media so you can start your project off right. She covers how to edit video and audio, correct color, add titles and effects, and more. Her project-based approach lends context to each of the tools, allowing you to experience both the technical and creative sides of the editing process. If you’re looking to become competent and comfortable with the foundations of video editing, join Ashley in this course. </p><p>This course is part of a <a href=""https://www.linkedin.com/learning/paths/essential-skills-in-adobe-premiere-pro-2024-professional-certificate"" target=""_blank"">Professional Certificate</a> from Adobe.</p>",Course,2024-06-27 22:43 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007880,Course,2020-02-11 21:29 UTC,N/A,false,N/A,
CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007882,CONTENT METADATA NO LONGER EXISTS - urn:li:lyndaCourse:5007882,Course,2020-02-15 12:07 UTC,N/A,false,N/A,
Kali Linux on Windows 10 First Look,"Kali Linux is packed with penetration and analysis tools that can help you thoroughly test your systems for weaknesses. In this course, learn how to use Windows Subsystem for Linux to run this security-focused Linux distribution right on your Windows desktop—without the use of a virtual machine. Here, instructor Scott Simpson provides a quick overview of Kali Linux and steps through how to set it up on a Windows 10 machine. Plus, he goes over a few of the tools that Kali offers, shares how to set up a graphical user interface (GUI), and explores how to manage and reset the Kali environment.",Course,2019-07-23 16:21 UTC,N/A,false,N/A,
How to Make Strategic Thinking a Habit (2020),"Working hard is important—but what's really critical is making sure you're working on the right things. That's what strategic thinking enables you to do. In this course, Dorie Clark shares frameworks and strategies to help you make strategic thinking a daily habit, so that you can make the best use of your time, energy, and effort at work. Discover how to set yourself up for success by carving out time for strategic thinking and adjusting your routine to spark more strategic thoughts. Get tactics for thinking strategically about the tasks and decisions that lie ahead of you, as well as how to revisit past decisions to glean valuable insights. Learn how to change the way you approach your to-do list and examine the root cause of problems to devise better solutions. Plus, Dorie explains how to consistently ask yourself the right questions, so that you don't get off track.",Course,2021-06-13 12:59 UTC,N/A,false,N/A,
After Effects 2020 New Features,"After Effects 2020 is here. Want to know how this new version will impact your motion graphics workflow? This course covers the latest upgrade, focused around the new, more powerful Content-Aware Fill. Discover how to remove an object, create a reference frame, and remove a logo on a smooth surface with this intelligent editing tool. Instructor Mark Christiansen provides practical tips to help you get the most from this forward-looking update.",Course,2020-05-14 19:59 UTC,N/A,false,N/A,
Creating Cinemagraphs with Photoshop After Effects Flixel and Cliplets,"Learn how to use Photoshop, After Effects, and two dedicated tools—Flixel and Cliplets—to explore the creative possibilities of cinemagraphs: static photos that contain areas of motion. Rich Harrington explores assembly techniques in each program and illustrates effective shooting and post-production techniques to improve the end results. The final cinemagraphs can be used in websites, banner ads, emails, presentations, or even digital signage.",Course,2019-06-14 14:50 UTC,N/A,false,N/A,
Dan Ariely on Making Decisions,"What happens in your brain when you make a decision? When should you use your intuition? How do you make a decision when the stakes are high, when someone will be negatively impacted, when there’s too much or too little information, or when you need to involve your whole team in the decision-making process? And how can you stop procrastinating making a decision? In this course, Dan Ariely—social scientist, beloved professor, and best-selling author of seven books—answers the most-pressing questions about decision-making, based on insights from his extensive research.",Course,2022-03-08 19:32 UTC,N/A,false,N/A,
Wireshark: Malware and Forensics,"Security devices on a network scoop up traffic and then analyze the field values to allow or deny specific traffic. As smart as the devices are, there are times when some threats slip through the cracks. Wireshark is a free protocol analysis tool that is used to baseline a network, actively monitor changes, identify common attack signatures, build firewall rules, detect issues, and quickly remove threats from the network. This course covers how to use Wireshark for deep packet analysis, capturing, and forensics. Learn how to keep your networks secure against malware and cyberattacks by implementing solutions that detect and handle unusual traffic.",Course,2018-08-30 15:38 UTC,N/A,false,N/A,
Choosing and Using Web Fonts,"This course focuses on the theories behind web fonts: what makes a good font, why different fonts look the way they do, and how fonts affect the look of a web page. Author Laura Franz covers common tasks, including downloading a font from an online source such as Typekit or Font Squirrel, implementing the font in HTML and CSS, and changing the size and line-height to improve the readability of text. The course also covers different periods of type design and explores the history behind handwritten fonts, text fonts (used for large amounts of text), and display fonts (used for headlines).",Course,2018-08-27 16:10 UTC,N/A,false,N/A,
Video Lighting: Outdoor Techniques,"Shooting a scene outside—particularly on a sunny day—can present some unique challenges. It can be difficult to get the best angle when working out in the sun, and even if you do, the light can be harsh and unflattering. In this course, discover how to use the sun to light your talent in a way that makes them look their best. Erik Naso discusses diffusion, including how to build frames for various fabric-based lighting options. He also shares how to bounce the sunlight with fabric reflectors and bounce boards, use a black net to expose backgrounds, shoot with a landmark in frame, light and shoot in shade, and more.",Course,2020-02-15 21:49 UTC,N/A,false,N/A,
Maya 2016: Bifröst Fluids,"Bifröst is a fluid dynamics engine for high-quality liquids in visual effects, combining the best of volumetric and particle solvers in one tool. This course offers an overview of the Bifröst implementation in Autodesk Maya. Using emitter, collider, accelerator, and liquid property nodes, Aaron F. Ross simulates a medium-scale liquid effect and stores it to disk as a cache. Rendering the surface at full quality requires generating an animated polygon mesh; for a convincing layered material, he shows how to extract Bifröst channel data such as Vorticity and apply it in a shading network. The course concludes with a look at the Aero Solver for atmospheric effects.",Course,2019-06-14 12:08 UTC,N/A,false,N/A,
"Installing Apache, MySQL, and PHP (2017)","This course describes how to install and configure Apache HTTP Server, MySQL database server, and PHP, known collectively as the AMP stack, on a local development computer. David Gassner covers different installation approaches, including installing the components separately on Windows, macOS, and Linux and installing the prepackaged WampServer and MAMP bundles. Plus, learn how to troubleshoot port conflicts and other AMP-related issues.",Course,2019-06-13 18:59 UTC,N/A,false,N/A,
RetroPie: Building a Video Game Console with Raspberry Pi,"For fans of retro video games, having the ability to play all the classics on one machine is ideal. If you own a Raspberry Pi—and get a kick out of a good DIY challenge— you can make this a reality by using the open-source RetroPie software to turn your Raspberry Pi into a highly capable, retro game console. In this course, discover how to install and set up RetroPie, load and play games, configure game-specific settings, and run your games with a variety of USB controllers. Plus, learn how to control the action by building classic joysticks and arcade buttons.",Course,2019-10-22 15:34 UTC,N/A,false,N/A,
Find Your Passion: How Padma Lakshmi Found Hers,"Throughout Padma Lakshmi's impressive career, she has assumed a range of roles, including model, author, and executive producer of an Emmy award-winning show: <i>Top Chef</i>. In this course, Padma digs into the life and career experiences that helped her find success. Along the way, she shares practical strategies that can help professionals of all stripes find their unique place in the world, face their fears, and seize the opportunities that come their way. Tune in to get Padma's advice for young women on how to land their dream job, as well as her thoughts on the importance of giving back to your community—both by helping to eradicate inequality and by being vulnerable about your own challenges. Plus, she shares her take on why it's essential to nurture your own health and passions throughout your journey.",Course,2021-03-10 22:59 UTC,N/A,false,N/A,
Sleep Is Your Superpower,"Sleep is mandatory. You can’t outsource it and you can’t negotiate it—and it has a powerful impact on everything you do while you’re awake. So why not build habits to optimize your sleep and live your best life? Learn how to make sleep a priority and take steps to achieve sleep wellness. The Sleep Ambassador®, Nancy Rothstein, shares tips for optimizing sleep and performing at your best in work and life. Learn how to prioritize sleep, assess your sleep, create the right sleep environment, and adopt strategies to fall asleep and stay asleep. Nancy offers concrete, practical advice based on research and science—so you can master sleep as your superpower.",Course,2021-09-12 22:43 UTC,N/A,false,N/A,
Jodi Glickman on Pitching Yourself (2018),"Pitching is a universal skill. The time will come when you need to pitch an idea, a project, or even yourself. But you may stumble when the moment strikes—if you don't have a quick and effective process to nail the pitch. In this free course, thought leader Jodi Glickman shares her go-to approach for selling your ideas, your story, and yourself. Learn three easy steps to a successful pitch: destination, backstory, and connecting the dots.",Course,2020-04-28 14:20 UTC,N/A,false,N/A,
Executive Presence on Video Conference Calls,"Learn how to shine on video conference calls. Communication consultant Jessica Chen provides expert advice to look and sound confident, collected, and smart on your next conference call or video presentation. Discover how to prepare your material, how to contribute to the call, and how to incorporate engaging visuals. Get body language, posture, and wardrobe tips to make a powerful impression. Finally, learn the technical details to building a mini ""studio"" for conducting calls, including choosing a webcam, lighting yourself, and placing a microphone for quality sound. <br><br>Note: This course was featured in <i>Market Watch</i>, <i>Inc.</i>, <i>Fortune</i>, <i>Forbes</i>, and <i>Entrepreneur</i>.",Course,2021-04-20 17:33 UTC,N/A,false,N/A,
Disrupting Yourself,"""Disruptors"" secure a foothold by coming up with ideas and innovations that eventually upend their entire community or industry. Disrupting yourself is the secret to breaking into a new field, never settling for less, and achieving more. In this course, author, <em>Harvard Business Review</em> blogger, and consultant Whitney Johnson walks you through her seven-step model to disrupt yourself and move to the next level in your career. Discover how to take the right risks, play to your strengths, embrace constraints, and more in this short course.",Course,2020-03-06 21:42 UTC,N/A,false,N/A,
